A List of Negroes Belonging to Joseph P: Maillard;;;;;;;
Able Negroes;;Half Grown;;Childn under;;Births;Deaths
;;;;10 years;;;
;;Boys;Girts;Boys;Girls;;
France;Abby;David;Jesse;Cerus;Lucy;;
James;Mary;Thomas;Ann;Cobus;Catherina;;
Anthoney;Ruth;Obedia;;Patrick;Ana;;
George;Ratchel;;;Joseph;;;
Pollidore;Mary ann;;;;;;
L. George;Barbary;;;;;;
Sam;Leah;;;;;;
Addam;Johanna;;;;;;
8;8;3;2;4;3;;
St. Croix 10th. Decb. 1799;;;;;;;
Joseph P Maillard;;;;;;;
